,title,url
162,DOKEV - MMORPG Coreano no Estilo Pokemon,https://www.youtube.com/watch?v=MqtnZ5TBi8Y
163,도깨비(DokeV) - 게임플레이 첫 공개 (펄어비스 메타버스 신작),https://www.youtube.com/watch?v=z18W5un5v5A
164,Black Desert Online LIVE #30         DokeV +                     +         MMOBYTE,https://www.youtube.com/watch?v=Q6JxaFthNd4
165,JE VEUX TROP CE JEU !!! - DokeV,https://www.youtube.com/watch?v=frMpFEHnYaY
166,WHAT IN THE WORLD IS DokeV - REACTION,https://www.youtube.com/watch?v=0hEBdZTSBAw
167,DokeV Official Reveal Trailer | Pearl Abyss Connect G-Star 2019,https://www.youtube.com/watch?v=xhEsOXxJerU
168,DokeV | Upcoming Open World MMORPG,https://www.youtube.com/watch?v=JaUw3uzCNh8
169,DokeV - In-game night scene teaser video,https://www.youtube.com/watch?v=4-GoAN7gJYY
170,DokeV GamePlay Trailer Reaction! | Gamescom 2021! DokeV Looks Beautiful!,https://www.youtube.com/watch?v=NDgebOnyG2I
171,"ROCKSTAR (TAK_Remix, 1 Hour, En Lyrics) - DokeV Trailer OST Song",https://www.youtube.com/watch?v=UsSPrlhj0jM
172,DokeV GamePlay PewDiePie,https://www.youtube.com/watch?v=3ON24bKliy0
173,도깨비(DoKev) 8월26일 새벽4시 게임플레이 영상 공개후 유저분들의 반응!?!,https://www.youtube.com/watch?v=LuWpZjK3nvg
174,DokeV   Gamescom 2021 Trailer Reaction,https://www.youtube.com/watch?v=ktmit0f938c
175,Shadow Arena | Plan 8 | DokeV | Crimson Desert | Pearl Abyss New Trailers | G-STAR 2019,https://www.youtube.com/watch?v=KMR1ZYAyyII
176,[DokeV] k-게임의 미래! 도깨비   펄어비스vs엔씨소프트 소신발언!!!,https://www.youtube.com/watch?v=gX6m-OvSy2U
177,DokeV World Premiere Trailer | Gamescom Opening Night Live 2021,https://www.youtube.com/watch?v=enXytPN-ufg
178,도깨비(DokeV) 트레일러 OST - ROCKSTAR (TAK_Remix) 1시간 버전,https://www.youtube.com/watch?v=OZxdr6Mb36I
179,CRIMSON DESERT | PLAN 8 | DOKEV -  QUE SON? TRAILERS NUEVOS DE PEARL ABYSS,https://www.youtube.com/watch?v=x3e7xFiytfw
180,DokeV upcoming Beta test 2020! Creature Collection MMO.,https://www.youtube.com/watch?v=a_Ptp_iHZbU
181,한국 현실고증 촉법도깨비 (DokeV),https://www.youtube.com/watch?v=M_BpiUj6sQg
182,Dokev = Ghostbusting With Pokemon! | #Dokev #DokevTrailer #DokevReaction #DokevGameplay,https://www.youtube.com/watch?v=N98bz8PzCzQ
183,DokeV Game Overview Trailer,https://www.youtube.com/watch?v=Fxasoz4oXYU
